State,Issuer_Name,Issuer_ID,Metal_Level,Issuer_Claims_Received,Issuer_Claims_Denials,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received,Plan_Number_Claims_Denied,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excl_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Average Monthly Enrollment,Average Monthly Disenrollment
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,3463,656,16,0,93,**,0,545,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,83,17
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,27892,6228,328,0,1259,26,0,4626,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,520,79
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,7292,1578,90,**,290,**,0,1191,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,151,21
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,506,51,0,0,13,0,0,38,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,*,*
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,8884,1206,113,0,314,**,0,778,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,121,17
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,4275,739,118,0,219,0,**,401,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,128,21
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,2062,469,**,0,84,0,0,384,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,69,12
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,3500,1004,18,162,153,**,0,813,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,64,14
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,1140,158,64,0,32,**,0,60,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,41,*
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,24685,5256,250,**,1281,50,**,3674,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,545,76
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,5505,931,64,30,228,**,0,623,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,116,12
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,1578,302,24,0,52,0,0,226,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,48,*
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,5042,724,48,0,164,**,0,518,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,102,14
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,1853,379,26,**,84,0,0,268,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,*,*
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,4044,752,44,0,77,16,0,615,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,79,17
TX,Blue Cross Blue Shield of Texas,33602,Bronze,21896395,4403824,6368,2475,38.87,109,41,37.61,4254,507,50,**,164,0,0,294,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,89,*
TX,Blue Cross Blue Shield of Texas,33602,Bronze Expanded,21896395,4403824,6368,2475,38.87,109,41,37.61,110142,24241,6886,13,793,65,20,16474,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,4999,1055
TX,Blue Cross Blue Shield of Texas,33602,Gold,21896395,4403824,6368,2475,38.87,109,41,37.61,78349,19132,4127,15,2199,39,0,12760,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,1537,326
TX,Blue Cross Blue Shield of Texas,33602,Bronze Expanded,21896395,4403824,6368,2475,38.87,109,41,37.61,194453,43984,10646,140,2744,141,0,30485,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,9341,1992
TX,Blue Cross Blue Shield of Texas,33602,Gold,21896395,4403824,6368,2475,38.87,109,41,37.61,152564,35855,6752,21,5133,103,0,23871,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,2980,576
TX,Blue Cross Blue Shield of Texas,33602,Silver,21896395,4403824,6368,2475,38.87,109,41,37.61,680270,167200,36382,93,21549,201,**,109062,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,15582,2627
TX,Blue Cross Blue Shield of Texas,33602,Silver,21896395,4403824,6368,2475,38.87,109,41,37.61,1456273,351151,57931,391,51249,584,**,241343,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,35155,5463
UT,Molina Healthcare of Utah,18167,Gold,74793,19994,142,88,61.97,0,0,**,11636,2954,762,335,1548,222,**,1752,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95502&:refresh,324,45
UT,Molina Healthcare of Utah,18167,Silver,74793,19994,142,88,61.97,0,0,**,44027,12067,3813,1242,6243,818,276,6845,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95502&:refresh,1371,222
UT,Molina Healthcare of Utah,18167,Gold,74793,19994,142,88,61.97,0,0,**,5148,1461,368,187,780,42,**,837,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95502&:refresh,168,28
UT,Molina Healthcare of Utah,18167,Silver,74793,19994,142,88,61.97,0,0,**,13982,3512,997,420,1929,239,80,1990,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95502&:refresh,481,93
UT,Regence BlueCross BlueShield of Utah,22013,Silver,289826,58979,77,**,**,**,**,**,30632,6444,143,0,560,0,**,5740,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54550&:refresh,299,49
UT,Regence BlueCross BlueShield of Utah,22013,Silver,289826,58979,77,**,**,**,**,**,109922,25618,346,0,1378,0,**,23892,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54550&:refresh,3712,504
UT,University of Utah Health Insurance Plans,42261,Gold,511968,114328,538,258,47.96,**,**,**,4830,965,119,39,63,**,0,779,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15648&:refresh,44,*
UT,University of Utah Health Insurance Plans,42261,Silver,511968,114328,538,258,47.96,**,**,**,19234,4444,328,100,419,34,15,3656,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15648&:refresh,223,26
UT,University of Utah Health Insurance Plans,42261,Bronze Expanded,511968,114328,538,258,47.96,**,**,**,44422,10271,766,586,719,171,12,8685,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15648&:refresh,967,102
UT,University of Utah Health Insurance Plans,42261,Bronze Expanded,511968,114328,538,258,47.96,**,**,**,14518,3520,175,79,301,36,**,3021,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15648&:refresh,279,47
UT,University of Utah Health Insurance Plans,42261,Bronze Expanded,511968,114328,538,258,47.96,**,**,**,26715,3954,331,197,273,59,11,3294,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15648&:refresh,493,62
UT,SelectHealth,68781,Silver,9043157,1168720,3276,1098,33.52,28,17,60.71,428939,59599,1411,823,6953,173,0,50671,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95153&:refresh,7030,561
UT,SelectHealth,68781,Gold,9043157,1168720,3276,1098,33.52,28,17,60.71,89766,13335,318,130,778,45,0,12127,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95153&:refresh,569,57
UT,SelectHealth,68781,Bronze Expanded,9043157,1168720,3276,1098,33.52,28,17,60.71,171610,21001,524,283,2630,36,0,17774,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95153&:refresh,5001,623
UT,SelectHealth,68781,Bronze Expanded,9043157,1168720,3276,1098,33.52,28,17,60.71,503829,53796,1432,593,5494,128,0,46596,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95153&:refresh,11485,813
UT,SelectHealth,68781,Gold,9043157,1168720,3276,1098,33.52,28,17,60.71,108556,21642,411,189,1306,33,0,19819,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95153&:refresh,1099,155
UT,SelectHealth,68781,Silver,9043157,1168720,3276,1098,33.52,28,17,60.71,799691,141144,3256,1461,14091,281,0,123010,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95153&:refresh,15568,1339
UT,SelectHealth,68781,Bronze Expanded,9043157,1168720,3276,1098,33.52,28,17,60.71,428314,62574,1335,609,6020,78,**,54937,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95153&:refresh,14100,1817
UT,SelectHealth,68781,Bronze Expanded,9043157,1168720,3276,1098,33.52,28,17,60.71,630498,87468,1648,1042,6159,176,0,79141,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95153&:refresh,16493,1486
UT,SelectHealth,68781,Bronze Expanded,9043157,1168720,3276,1098,33.52,28,17,60.71,95835,14822,240,122,1486,14,0,13055,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95153&:refresh,3369,445
UT,SelectHealth,68781,Bronze Expanded,9043157,1168720,3276,1098,33.52,28,17,60.71,75643,9212,222,140,1243,22,0,7691,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95153&:refresh,2388,274
UT,SelectHealth,68781,Bronze,9043157,1168720,3276,1098,33.52,28,17,60.71,132495,22010,436,260,1645,23,0,19801,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95153&:refresh,4871,796
UT,SelectHealth,68781,Bronze,9043157,1168720,3276,1098,33.52,28,17,60.71,63570,8691,271,98,809,**,0,7572,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95153&:refresh,1794,288
UT,SelectHealth,68781,Silver,9043157,1168720,3276,1098,33.52,28,17,60.71,1629341,272703,6326,3210,27265,425,0,237336,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95153&:refresh,42792,3554
UT,SelectHealth,68781,Silver,9043157,1168720,3276,1098,33.52,28,17,60.71,579185,76165,2339,707,8570,122,0,64971,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95153&:refresh,12281,1102
UT,Cigna Health and Life Insurance Company,81808,Bronze Expanded,165596,28755,27,12,44.44,**,0,0,1397,373,**,55,**,133,33,202,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,49,11
UT,Cigna Health and Life Insurance Company,81808,Bronze Expanded,165596,28755,27,12,44.44,**,0,0,4416,653,**,508,28,168,52,402,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,206,44
UT,Cigna Health and Life Insurance Company,81808,Silver,165596,28755,27,12,44.44,**,0,0,25559,4065,54,1974,123,1574,265,2049,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,762,139
UT,Cigna Health and Life Insurance Company,81808,Silver,165596,28755,27,12,44.44,**,0,0,44336,7431,52,3028,237,2955,552,3635,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,1133,180
UT,Cigna Health and Life Insurance Company,81808,Gold,165596,28755,27,12,44.44,**,0,0,3369,871,**,281,15,522,43,290,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,55,13
UT,Cigna Health and Life Insurance Company,81808,Silver,165596,28755,27,12,44.44,**,0,0,3157,619,**,249,15,289,**,302,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,57,*
UT,Cigna Health and Life Insurance Company,81808,Silver,165596,28755,27,12,44.44,**,0,0,82024,14526,159,6621,426,6133,960,6848,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,2442,289
VA,Optima Health Plan,20507,Bronze Expanded,872033,250857,165,96,58.18,96,54,56.25,77411,19153,2308,605,6226,19,0,11022,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95281&:refresh,1883,231
VA,Optima Health Plan,20507,Gold,872033,250857,165,96,58.18,96,54,56.25,263057,71956,10563,2074,24373,111,**,38806,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95281&:refresh,4162,537
VA,Optima Health Plan,20507,Bronze Expanded,872033,250857,165,96,58.18,96,54,56.25,116238,31251,3931,705,10913,99,0,16830,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95281&:refresh,2957,421
VA,Optima Health Plan,20507,Silver,872033,250857,165,96,58.18,96,54,56.25,46499,15106,2273,268,5689,**,0,7603,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95281&:refresh,637,88
VA,Optima Health Plan,20507,Silver,872033,250857,165,96,58.18,96,54,56.25,280873,85704,9564,1858,32498,134,0,44441,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95281&:refresh,4456,522
VA,"Piedmont Community HealthCare HMO, Inc.",37204,Gold,104805,18799,79,32,40.51,**,0,0,34061,6027,968,219,3205,162,31,3809,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15791&:refresh,836,104
VA,"Piedmont Community HealthCare HMO, Inc.",37204,Silver,104805,18799,79,32,40.51,**,0,0,22397,4144,407,172,2055,125,14,2695,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15791&:refresh,504,58
VA,"Piedmont Community HealthCare HMO, Inc.",37204,Bronze Expanded,104805,18799,79,32,40.51,**,0,0,43577,7657,1116,342,3858,214,18,4954,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15791&:refresh,1748,192
VA,"Piedmont Community HealthCare HMO, Inc.",37204,Bronze,104805,18799,79,32,40.51,**,0,0,872,161,**,**,55,**,0,129,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15791&:refresh,41,*
VA,"Piedmont Community HealthCare HMO, Inc.",37204,Bronze Expanded,104805,18799,79,32,40.51,**,0,0,3898,810,81,30,397,72,0,504,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15791&:refresh,138,16
VA,Cigna Health and Life Insurance Company,41921,Bronze,2456029,323020,147,56,38.1,**,**,**,105329,13075,71,3869,104,3030,621,9249,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,4703,616
VA,Cigna Health and Life Insurance Company,41921,Bronze Expanded,2456029,323020,147,56,38.1,**,**,**,173251,23113,120,4660,232,5195,724,16842,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,6921,901
VA,Cigna Health and Life Insurance Company,41921,Silver,2456029,323020,147,56,38.1,**,**,**,246060,34428,269,5728,366,8575,1296,23922,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,5302,514
VA,Cigna Health and Life Insurance Company,41921,Gold,2456029,323020,147,56,38.1,**,**,**,202078,27945,202,6411,330,7630,928,18855,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,5115,565
VA,Cigna Health and Life Insurance Company,41921,Silver,2456029,323020,147,56,38.1,**,**,**,562747,79176,459,13489,667,19886,2625,55539,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,14768,1379
VA,Cigna Health and Life Insurance Company,41921,Bronze Expanded,2456029,323020,147,56,38.1,**,**,**,75985,10017,39,2296,102,2322,474,7080,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,3323,500
VA,Cigna Health and Life Insurance Company,41921,Silver,2456029,323020,147,56,38.1,**,**,**,42282,5647,34,980,55,1467,181,3910,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,814,83
VA,Cigna Health and Life Insurance Company,41921,Gold,2456029,323020,147,56,38.1,**,**,**,164538,21697,300,5231,210,4564,1508,15115,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,4331,537
VA,"CareFirst BlueChoice, Inc.",10207,Silver,57518,1736,39,25,64.1,**,0,0,1040,102,**,0,59,47,12,35,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96202&:refresh,843,124
VA,"CareFirst BlueChoice, Inc.",10207,Gold,57518,1736,39,25,64.1,**,0,0,54520,1501,135,0,1047,882,172,290,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96202&:refresh,2582,283
VA,"CareFirst BlueChoice, Inc.",10207,Catastrophic,57518,1736,39,25,64.1,**,0,0,189,16,**,0,**,**,**,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96202&:refresh,488,121
VA,"Optimum Choice, Inc.",24251,Silver,47651,20263,674,386,57.27,0,0,**,3624,1375,199,274,307,0,0,812,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96940&:refresh,156,37
VA,"Optimum Choice, Inc.",24251,Bronze Expanded,47651,20263,674,386,57.27,0,0,**,9233,3710,571,663,880,**,0,2167,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96940&:refresh,744,181
VA,Oscar Insurance Company,25922,Bronze Expanded,6613,610,**,**,**,0,0,**,471,38,0,55,0,0,0,38,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15777&:refresh,67,*
VA,Oscar Insurance Company,25922,Bronze Expanded,6613,610,**,**,**,0,0,**,402,24,0,124,0,0,0,24,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15777&:refresh,45,12
VA,Oscar Insurance Company,25922,Bronze Expanded,6613,610,**,**,**,0,0,**,2796,229,0,451,**,0,**,229,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15777&:refresh,180,35
VA,Oscar Insurance Company,25922,Catastrophic,6613,610,**,**,**,0,0,**,12,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15777&:refresh,*,*
VA,Oscar Insurance Company,25922,Bronze Expanded,6613,610,**,**,**,0,0,**,1602,110,0,198,**,0,0,110,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15777&:refresh,108,20
VA,Oscar Insurance Company,25922,Gold,6613,610,**,**,**,0,0,**,500,26,**,44,**,0,**,26,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15777&:refresh,30,*
VA,Oscar Insurance Company,25922,Bronze Expanded,6613,610,**,**,**,0,0,**,126,**,0,63,0,0,0,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15777&:refresh,25,*
VA,Oscar Insurance Company,25922,Silver,6613,610,**,**,**,0,0,**,704,180,0,78,0,0,**,180,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15777&:refresh,20,*
VA,Group Hospitalization and Medical Services Inc.,40308,Gold,17760,681,**,0,0,0,0,**,14575,480,25,0,337,292,46,117,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53007&:refresh,323,41
VA,Group Hospitalization and Medical Services Inc.,40308,Silver,17760,681,**,0,0,0,0,**,516,46,0,0,23,22,**,23,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53007&:refresh,112,*
VA,"HealthKeepers, Inc.",88380,Catastrophic,5627954,887777,646,144,22.29,**,**,**,21131,3373,270,619,1174,21,0,1289,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95169&:refresh,986,297
VA,"HealthKeepers, Inc.",88380,Bronze Expanded,5627954,887777,646,144,22.29,**,**,**,409946,59754,5764,7079,22949,224,0,23738,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95169&:refresh,14529,1990
VA,"HealthKeepers, Inc.",88380,Bronze Expanded,5627954,887777,646,144,22.29,**,**,**,268238,37489,3330,3966,14537,205,**,15443,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95169&:refresh,8528,975
VA,"HealthKeepers, Inc.",88380,Bronze,5627954,887777,646,144,22.29,**,**,**,238589,36249,3321,4484,14164,92,0,14188,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95169&:refresh,9093,1549
VA,"HealthKeepers, Inc.",88380,Gold,5627954,887777,646,144,22.29,**,**,**,1028217,167240,18298,14714,62893,843,20,70472,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95169&:refresh,18567,2190
VA,"HealthKeepers, Inc.",88380,Silver,5627954,887777,646,144,22.29,**,**,**,160813,28034,2721,3208,10440,158,0,11507,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95169&:refresh,2765,353
VA,"HealthKeepers, Inc.",88380,Silver,5627954,887777,646,144,22.29,**,**,**,2440238,389191,38833,32739,149093,1654,22,166850,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95169&:refresh,47600,5063
VA,"HealthKeepers, Inc.",88380,Bronze Expanded,5627954,887777,646,144,22.29,**,**,**,822320,126659,12162,13929,48568,539,15,51446,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95169&:refresh,23468,3200
VA,"HealthKeepers, Inc.",88380,Silver,5627954,887777,646,144,22.29,**,**,**,238462,39788,4325,3759,15839,160,**,15702,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95169&:refresh,4637,633
